movie,genres,director,stars
4490,7,1020,1990
4491,4,530,487
4492,4,530,411
4493,0,1013,185
4494,7,80,1991
4495,4,125,1644
4496,6,1950,1992
4497,7,646,967
4498,4,1951,1401
4499,18,371,227
4500,7,627,1993
4501,6,1952,1994
4502,7,1953,859
4503,0,1954,96
4504,4,897,1451
4505,4,1955,1995
4506,7,1956,1915
4507,7,178,1996
4508,6,1957,1997
4509,10,23,1998
4510,13,1958,1999
4511,4,1959,716
4512,4,754,1053
4513,18,1380,260
4514,7,901,62
4515,7,1960,2000
4516,4,77,24
4517,0,62,126
4518,4,1961,1218
4519,4,1303,428
4520,2,1134,2001
4521,10,671,635
4522,0,1017,1581
4523,0,1962,66
4524,0,733,1065
4525,0,733,1065
4526,0,733,1065
4527,4,1219,1103
4528,10,554,2002
4529,1,1963,641
4530,4,272,196
4531,4,1964,2003
4532,10,1965,2004
4533,10,363,2005
4534,4,47,47
4535,7,24,290
4536,4,439,1130
4537,4,830,1533
4538,0,1966,2006
4539,4,1161,578
4540,7,591,2007
4541,4,506,103
4542,0,992,1728
4543,4,1153,1044
4544,18,1967,1996
4545,4,1968,2008
4546,7,1969,1048
4547,6,1970,2009
4548,2,1971,2010
4549,10,363,953
4550,6,1972,2011
4551,1,1973,2012
4552,7,1261,476
4553,6,634,2013
4554,4,1530,2014
4555,4,1214,2015
4556,4,528,2016
4557,7,1974,363
4558,18,603,210
4559,4,166,14
4560,7,1975,557
4561,0,476,2017
4562,7,1976,2018
4563,4,287,2019
4564,4,1451,2019
4565,5,289,1130
4566,18,187,193
4567,4,376,201
4568,0,397,22
4569,10,1312,2020
4570,4,248,2021
4571,4,598,530
4572,0,1372,826
4573,5,1977,92
4574,7,19,81
4575,4,504,2022
4576,0,93,92
4577,0,226,92
4578,4,473,2023
4579,1,93,92
4580,7,1978,2024
4581,7,1979,2025
4582,4,1266,2026
4583,4,1980,2027
4584,7,114,6
4585,10,1981,2028
4586,10,1415,2029
4587,4,542,1904
4588,4,437,4
4589,7,17,2030
4590,18,555,2031
4591,4,1982,2032
4592,18,535,1830
4593,2,1663,2033
4594,7,189,2034
4595,5,1983,66
4596,5,134,127
4597,4,179,1636
4598,4,1984,2035
4599,5,1985,119
4600,6,1986,2036
4601,5,93,704
4602,0,1987,2037
4603,4,353,710
4604,0,244,285
4605,5,73,248
4606,10,1988,2038
4607,4,1989,2039
4608,0,1990,2040
4609,18,1703,436
4610,18,124,957
4611,12,371,168
4612,1,9,1377
4613,18,1573,1130
4614,4,897,1378
4615,2,1991,933
4616,5,41,2041
4617,0,1992,865
4618,5,219,2042
4619,1,1551,2043
4620,1,1993,837
4621,7,1994,2044
4622,18,1995,2045
4623,4,1996,461
4624,7,449,2046
4625,5,1705,2047
4626,7,231,13
4627,7,1997,1634
4628,0,514,132
4629,6,1998,2048
4630,4,1526,2049
4631,6,1999,2050
4632,13,2000,2051
4633,4,2001,115
4634,4,4,4
4635,6,2002,2052
4636,2,618,272
4637,0,341,320
4638,6,2003,661
4639,4,2004,2053
4640,1,121,251
4641,1,2005,328
4642,10,86,676
4643,5,1474,704
4644,4,147,2054
4645,4,133,389
4646,4,1221,82
4647,0,22,1942
4648,7,274,299
4649,6,2006,2055
4650,6,2007,2056
4651,6,2008,2057
4652,0,248,117
4653,7,2009,2058
4654,14,241,2059
4655,4,538,476
4656,7,690,2060
4657,7,473,354
4658,4,291,443
4659,5,1688,2061
4660,4,179,2062
4661,0,80,257
4662,7,2010,2063
4663,4,2011,2064
4664,7,571,469
4665,7,2012,482
4666,18,2010,2065
4667,1,2013,2066
4668,8,2014,2067
4669,5,232,363
4670,1,1036,129
4671,4,503,393
4672,4,47,144
4673,0,80,292
4674,0,385,40
4675,18,506,70
4676,7,2015,327
4677,4,53,4
4678,0,318,31
4679,10,375,314
4680,0,213,185
4681,4,111,252
4682,0,132,31
4683,7,295,443
4684,7,407,183
4685,18,768,2068
4686,4,224,727
4687,5,2016,855
4688,4,154,122
4689,0,2017,22
4690,0,497,19
4691,12,603,6
4692,4,320,257
4693,0,2018,2069
4694,4,16,2070
4695,7,1942,2071
4696,7,524,2072
4697,4,339,1227
4698,0,195,283
4699,4,498,428
4700,7,22,2073
4701,5,385,1282
4702,0,132,153
4703,4,182,292
4704,4,1575,2074
4705,4,1451,292
4706,4,403,60
4707,7,2019,646
4708,0,110,1494
4709,1,1435,24
4710,4,726,24
4711,1,711,270
4712,4,407,70
4713,0,655,1361
4714,0,18,368
4715,4,2020,2075
4716,4,533,461
4717,4,2021,411
4718,18,647,488
4719,4,2022,1904
4720,7,1177,1223
4721,4,547,461
4722,5,1231,1830
4723,4,856,1830
4724,4,535,484
4725,7,1764,520
4726,7,237,2076
4727,7,853,471
4728,18,517,592
4729,0,1178,640
4730,7,2023,2077
4731,7,2024,2078
4732,4,488,960
4733,18,189,904
4734,0,550,585
4735,7,1244,761
4736,1,647,585
4737,4,530,411
4738,0,2025,1198
4739,1,2026,490
4740,0,249,603
4741,7,537,471
4742,7,856,794
4743,4,2027,2079
4744,4,859,455
4745,18,1566,194
4746,4,182,47
4747,4,237,1032
4748,4,1736,2080
4749,1,641,683
4750,7,2028,2081
4751,4,488,2082
4752,0,29,1065
4753,4,2029,600
4754,7,1764,477
4755,4,534,462
4756,6,2030,2083
4757,2,1189,2084
4758,4,122,292
4759,4,1706,282
4760,4,1729,2085
4761,0,358,583
4762,4,1487,433
4763,0,828,96
4764,7,1359,1789
4765,7,537,1162
4766,10,1312,1380
4767,5,2031,2086
4768,4,2032,2087
4769,2,2033,2088
4770,4,527,476
4771,7,2034,2089
4772,7,363,68
4773,6,2035,206
4774,7,2036,1819
4775,0,1545,1467
4776,7,1696,1775
4777,4,526,600
4778,5,690,2090
4779,7,2037,359
4780,7,356,2091
4781,6,2038,2092
4782,7,2039,2093
4783,0,220,293
4784,1,194,416
4785,4,896,70
4786,4,490,730
4787,18,2040,2094
4788,0,204,242
4789,7,119,81
4790,4,1369,652
4791,6,634,2095
4792,5,2041,2020
4793,18,2042,1129
4794,4,1654,4
4795,1,367,756
4796,0,84,545
4797,1,279,2096
4798,7,250,651
4799,7,2043,244
4800,4,761,1676
4801,6,87,2097
4802,4,2044,103
4803,0,2045,2098
4804,5,72,2099
4805,7,2046,2100
4806,7,907,110
4807,7,1780,219
4808,7,1261,538
4809,7,6,802
4810,7,859,606
4811,4,745,2101
4812,0,1469,2102
4813,0,14,2103
4814,4,1194,161
4815,0,753,129
4816,4,2047,2104
4817,7,539,476
4818,4,2047,2104
4819,4,541,455
4820,4,550,455
4821,1,550,464
4822,0,1269,2105
4823,9,1696,464
4824,7,1231,574
4825,5,1269,2106
4826,5,2048,2107
4827,7,1592,2108
4828,6,1587,185
4829,2,912,594
4830,7,488,1742
4831,0,1820,2109
4832,4,2049,1375
4833,7,2050,1068
4834,7,2024,2078
4835,10,1893,1078
4836,1,2051,2110
4837,0,2052,2111
4838,5,230,2112
4839,7,2053,1451
4840,4,1523,1769
4841,6,1423,2113
4842,4,734,1135
4843,4,1007,2094
4844,7,2054,2114
4845,4,2055,2115
4846,4,924,61
4847,0,1700,2116
4848,18,2056,225
4849,4,2057,2117
4850,7,295,2118
4851,4,2058,2119
4852,0,2059,1823
4853,7,2060,2120
4854,4,1009,983
4855,4,273,91
4856,4,299,20
4857,4,2061,2121
4858,4,2062,856
4859,7,2063,2122
4860,1,1269,2123
4861,18,547,2124
4862,2,2064,2125
4863,5,687,935
4864,4,2065,2126
4865,1,160,330
4866,0,683,1113
4867,0,344,185
4868,7,526,491
4869,7,568,508
4870,18,2066,168
4871,4,2067,853
4872,4,2068,2127
4873,7,97,990
4874,4,1659,1688
4875,7,181,2128
4876,5,375,321
4877,4,2069,2129
4878,0,1,2130
4879,4,1320,103
4880,5,1120,237
4881,7,651,1619
4882,7,651,2131
4883,5,2031,2132
4884,5,1595,2133
4885,7,1953,859
4886,4,2070,2134
4887,4,2071,411
4888,0,1235,1239
4889,4,1496,2135
4890,7,519,80
4891,0,821,119
4892,7,2072,2136
4893,4,1642,2137
4894,4,590,15
4895,7,1040,1689
4896,0,2073,1048
4897,7,1694,18
4898,5,1704,1531
4899,4,2074,1956
4900,4,149,545
4901,4,2075,0
4902,0,268,2138
4903,1,798,1007
4904,5,690,41
4905,0,1932,1045
4906,0,762,28
4907,4,166,1462
4908,0,1665,1728
4909,7,2076,1739
4910,7,1687,290
4911,4,1463,2139
4912,4,2,31
4913,5,633,2140
4914,1,2077,595
4915,0,554,2141
4916,7,2078,2142
4917,1,575,2143
4918,4,538,1284
4919,4,2079,2144
4920,4,971,1707
4921,4,15,2145
4922,0,244,285
4923,0,2080,1098
4924,6,2081,2146
4925,6,152,586
4926,4,1739,2147
4927,0,132,127
4928,4,187,103
4929,0,2082,15
4930,4,790,9
4931,4,779,853
4932,0,292,2148
4933,5,2083,2135
4934,4,2084,669
4935,7,240,182
4936,7,1974,2149
4937,4,468,428
4938,5,776,22
4939,7,2085,471
4940,0,240,290
4941,0,1519,1547
4942,7,105,287
4943,18,375,1850
4944,7,554,2150
4945,7,2086,1470
4946,4,2087,2151
4947,7,640,574
4948,7,206,2152
4949,0,2088,86
4950,7,2089,2153
4951,6,232,1217
4952,0,1326,129
4953,0,986,974
4954,7,114,16
4955,0,637,129
4956,7,855,797
4957,7,1361,454
4958,4,547,476
4959,5,1705,2047
4960,4,663,2154
4961,7,2090,2155
4962,5,331,1809
4963,18,386,39
4964,18,599,1744
4965,4,87,1489
4966,7,457,272
4967,5,331,1279
4968,4,1219,865
4969,0,2091,2156
4970,18,2092,848
4971,0,2093,2157
4972,7,1346,388
4973,1,2031,550
4974,4,35,84
4975,7,542,798
4976,0,2017,1004
4977,4,527,476
4978,4,2094,600
4979,4,78,12
4980,4,528,2158
4981,8,898,2159
4982,1,558,36
4983,4,515,4
4984,1,1080,1029
4985,4,182,433
4986,5,2095,1689
4987,4,618,252
4988,4,2096,2160
4989,1,618,158
4990,7,2097,2161
4991,5,454,65
4992,1,454,2162
4993,18,333,462
4994,0,1347,2163
4995,0,580,2164
4996,7,646,835
4997,7,2098,2165
4998,7,529,488
4999,5,181,2166
5000,4,152,619
5001,0,257,337
5002,6,2099,2167
5003,7,2100,2168
5004,0,175,2169
5005,0,2091,2156
5006,0,2101,2170
5007,0,2102,2156
5008,11,2103,1139
5009,7,651,591
5010,1,647,459
5011,4,2029,490
5012,4,549,484
5013,4,2104,484
5014,4,549,484
5015,4,549,484
5016,4,2105,484
5017,4,2012,484
5018,1,547,455
5019,4,2106,2171
5020,0,2107,1065
5021,0,2108,1850
5022,0,2109,2172
5023,6,2110,1400
5024,10,2111,2173
5025,7,898,2174
5026,4,972,1192
5027,4,572,2175
5028,18,418,1764
5029,7,2112,848
5030,7,638,1109
5031,0,418,2176
5032,7,418,474
5033,0,2113,2177
5034,7,1078,1069
5035,4,2114,2178
5036,4,384,2179
5037,5,646,835
5038,1,646,835
5039,5,646,835
5040,4,82,2180
5041,6,2115,1642
5042,4,47,47
5043,7,651,2131
5044,7,651,2181
5045,7,651,2181
5046,7,651,1542
5047,4,651,591
5048,5,1273,592
5049,7,536,826
5050,0,146,495
5051,7,144,2182
5052,6,2116,2183
5053,7,386,129
5054,0,2117,1957
5055,7,2118,2184
5056,4,47,47
5057,10,184,161
5058,0,184,2185
5059,10,184,2186
5060,1,184,2187
5061,0,1563,2188
5062,4,1116,2189
5063,8,529,456
5064,7,316,247
5065,6,2119,118
5066,7,817,762
5067,7,2120,2190
5068,2,2121,2191
5069,0,418,603
5070,7,1880,2192
5071,4,1219,707
5072,5,2122,2193
5073,4,537,457
5074,10,1312,757
5075,5,15,15
5076,4,1052,317
5077,5,1177,795
5078,0,344,2194
5079,7,555,200
5080,7,1116,760
5081,0,2123,2195
5082,5,600,476
5083,0,2124,2196
5084,0,1353,1004
5085,7,175,989
5086,4,2125,2197
5087,7,685,2198
5088,7,1595,1347
5089,7,274,2199
5090,4,2126,2200
5091,0,391,2201
5092,5,2127,1073
5093,10,1116,2202
5094,10,2128,2203
5095,0,1820,2204
5096,18,2129,2205
5097,7,1466,1545
5098,18,529,510
5099,4,488,597
5100,2,2130,2206
5101,0,2131,295
5102,0,535,479
5103,4,1641,2207
5104,4,1326,865
5105,7,2132,2208
5106,4,274,2209
5107,4,515,2210
5108,18,892,826
5109,7,1359,2211
5110,4,311,2212
5111,7,1669,2213
5112,7,2132,2214
5113,5,663,2215
5114,10,2133,358
5115,5,2134,2216
5116,4,549,484
5117,0,2135,2217
5118,5,654,2218
5119,4,2136,846
5120,7,125,2219
5121,0,715,235
5122,2,1189,2220
5123,4,447,80
5124,7,250,2221
5125,6,2137,2222
5126,7,2138,2223
5127,0,80,667
5128,4,696,1927
5129,4,2139,1198
5130,0,1670,2224
5131,4,168,393
5132,4,851,2225
5133,7,817,2226
5134,4,2140,471
5135,4,542,2227
5136,4,534,2228
5137,7,595,464
5138,7,1020,2229
5139,0,1091,92
5140,7,641,2230
5141,2,1490,328
5142,0,258,290
5143,4,193,1885
5144,4,2141,2231
5145,18,2142,394
5146,4,2143,2232
5147,1,218,1638
5148,5,14,119
5149,0,817,762
5150,0,480,1532
5151,2,7,772
5152,4,53,41
5153,6,2144,43
5154,4,2145,2233
5155,7,959,363
5156,7,249,154
5157,1,36,149
5158,4,1079,349
5159,4,745,1176
5160,4,859,1032
5161,4,1000,2234
5162,7,753,2235
5163,4,2146,2236
5164,7,651,591
5165,5,2147,605
5166,13,855,472
5167,4,318,2237
5168,2,2148,2238
5169,4,1293,2144
5170,0,1656,585
5171,10,2149,2239
5172,1,1177,2240
5173,5,555,1618
5174,4,2150,2241
5175,5,1517,2242
5176,7,2151,2243
5177,7,537,2243
5178,7,2152,488
5179,7,583,355
5180,7,1267,507
5181,6,2153,2244
5182,5,1177,2245
5183,20,1860,2246
5184,1,1361,476
5185,7,2154,1037
5186,7,2089,580
5187,4,1414,1146
5188,0,1269,1830
5189,7,2155,2247
5190,0,122,173
5191,7,237,603
5192,5,589,237
5193,0,2156,2248
5194,0,1811,330
5195,7,1317,1933
5196,15,2157,1510
5197,7,1082,2249
5198,20,661,609
5199,4,11,942
5200,7,1764,477
5201,10,544,2240
5202,0,810,96
5203,4,2158,103
5204,4,358,0
5205,7,2159,2250
5206,4,308,748
5207,4,1121,77
5208,7,759,761
5209,1,768,1041
5210,18,153,283
5211,4,526,600
5212,4,1541,802
5213,2,2160,2251
5214,4,2161,1657
5215,6,13,2252
5216,0,2162,2253
5217,4,362,2254
5218,18,2163,883
5219,6,2164,2255
5220,6,453,2256
5221,7,340,2257
5222,1,2165,2258
5223,0,268,253
5224,4,530,411
5225,5,535,1830
5226,20,2166,2259
5227,0,2167,2260
5228,0,1772,2260
5229,2,1134,2261
5230,4,2168,1198
5231,4,339,4
5232,4,2169,2262
5233,4,193,433
5234,7,1741,485
5235,7,125,2219
5236,6,128,766
5237,4,209,4
5238,10,2170,1075
5239,4,2171,2263
5240,0,90,2264
5241,0,248,949
5242,7,179,158
5243,0,808,1377
5244,4,2172,2049
5245,4,2173,1925
5246,0,285,112
5247,5,2174,2265
5248,7,640,488
5249,5,251,2266
5250,0,1774,730
5251,0,2175,676
5252,7,2176,1436
5253,5,654,2267
5254,0,2177,2268
5255,7,2063,2269
5256,4,2178,2270
5257,4,649,2271
5258,4,2179,455
5259,4,2169,455
5260,4,2180,1904
5261,1,575,2272
5262,18,535,455
5263,7,1723,2243
5264,4,1451,289
5265,7,1953,592
5266,7,54,314
5267,0,2181,716
5268,4,454,1865
5269,1,570,2273
5270,4,626,217
5271,6,2182,338
5272,4,884,614
5273,6,15,2274
5274,5,1083,2275
5275,7,1211,826
5276,1,1083,2275
5277,7,1083,2275
5278,5,1083,2275
5279,7,370,127
5280,0,692,980
5281,7,818,21
5282,4,2183,2276
5283,0,2184,2277
5284,4,1080,941
5285,5,5,293
5286,4,2185,1985
5287,7,591,181
5288,7,707,116
5289,1,1427,2278
5290,4,193,2139
5291,4,2186,2279
5292,0,40,1313
5293,7,2187,2280
5294,1,207,1052
5295,10,14,774
5296,6,2188,1474
5297,0,138,2281
5298,5,1431,703
5299,0,2189,1849
5300,7,242,521
5301,0,2190,2282
5302,7,1120,1665
5303,7,15,825
5304,7,15,62
5305,4,251,2283
5306,4,488,2284
5307,0,422,1282
5308,0,2191,1208
5309,4,1795,2285
5310,0,2192,436
5311,4,37,787
5312,4,3,2039
5313,7,19,145
5314,1,977,1825
5315,4,2193,2286
5316,7,1741,592
5317,5,640,154
5318,18,1219,1216
5319,1,551,36
5320,1,77,264
5321,1,2194,2287
5322,2,1285,112
5323,0,1227,933
5324,4,106,981
5325,19,803,1925
5326,0,1755,2288
5327,7,2195,2289
5328,7,1629,1371
5329,4,632,354
5330,0,964,854
5331,4,2196,2290
5332,4,1796,124
5333,7,996,798
5334,4,1741,1727
5335,4,189,2291
5336,4,147,2292
5337,2,2197,2293
5338,0,992,389
5339,6,2198,2294
5340,7,2199,1
5341,4,901,994
5342,4,1217,545
5343,10,2200,1009
5344,4,4,756
5345,4,702,1986
5346,7,932,866
5347,5,368,2295
5348,7,2201,1040
5349,6,808,2296
5350,7,1686,1443
5351,10,2202,319
5352,18,190,669
5353,7,1505,41
5354,2,1119,2297
5355,18,426,1789
5356,2,288,0
5357,18,421,117
5358,4,2203,444
5359,0,763,9
5360,4,168,1002
5361,18,1637,80
5362,0,277,24
5363,5,403,1825
5364,2,2204,2298
5365,0,13,1436
5366,4,1471,226
5367,6,2205,2299
5368,7,114,1315
5369,1,2206,2300
5370,0,29,2301
5371,5,275,710
5372,0,2207,19
5373,6,2208,2302
5374,4,1147,2303
5375,6,2209,461
5376,19,345,2304
5377,18,567,1255
5378,7,2210,2305
5379,4,2211,2306
5380,6,2212,2307
5381,7,2213,2308
5382,0,2214,1198
5383,4,2135,2217
5384,7,2215,2309
5385,7,2216,2310
5386,0,2217,1198
5387,20,125,2311
5388,0,1177,2312
5389,4,1214,2313
5390,0,550,795
5391,4,527,2314
5392,4,1177,2315
5393,4,2166,2316
5394,5,654,918
5395,4,2012,2317
5396,4,532,454
5397,7,527,477
5398,1,539,476
5399,4,546,488
5400,4,527,488
5401,7,537,2318
5402,5,537,471
5403,4,2218,2319
5404,7,1177,482
5405,4,1845,460
5406,7,2010,2320
5407,4,1168,2321
5408,7,2219,471
5409,1,641,509
5410,5,540,469
5411,11,1414,467
5412,5,540,1170
5413,0,1317,1689
5414,4,1168,884
5415,7,541,2322
5416,18,1317,2323
5417,0,2220,2229
5418,5,125,2324
5419,7,527,467
5420,5,2221,443
5421,5,540,469
5422,6,1669,2325
5423,4,996,459
5424,7,2089,580
5425,5,2063,2326
5426,7,2222,2327
5427,7,2089,580
5428,7,545,2328
5429,0,2089,580
5430,4,1300,2329
5431,4,454,2330
5432,5,1171,471
5433,7,2223,2331
5434,1,1090,2332
5435,7,2224,2333
5436,2,2225,2334
5437,1,418,595
5438,4,2226,873
5439,18,648,2335
5440,7,2063,2336
5441,1,2227,2337
5442,4,2228,2338
5443,0,2229,2339
5444,0,2229,2340
5445,4,2047,2104
5446,5,126,1173
5447,2,2230,2341
5448,1,2231,2342
5449,6,454,2343
5450,4,1803,2344
5451,7,500,2345
5452,5,2232,2346
5453,0,2233,2347
5454,7,1359,2348
5455,0,358,2349
5456,4,2234,1806
5457,7,1562,2350
5458,4,1467,848
5459,0,1091,2
5460,4,272,2351
5461,10,331,2352
5462,7,160,2353
5463,4,250,1026
5464,7,1833,2354
5465,0,2235,2355
5466,1,1562,2350
5467,2,2230,2341
5468,0,517,20
5469,7,1359,70
5470,10,682,635
5471,7,295,15
5472,14,1856,715
5473,6,2236,2356
5474,0,515,529
5475,4,11,942
5476,7,15,1311
5477,7,182,1744
5478,0,2237,2357
5479,0,84,2358
5480,10,2238,1919
5481,0,1166,96
5482,4,613,1320
5483,4,1314,2359
5484,0,80,648
5485,7,697,873
5486,4,2239,82
5487,7,229,2360
5488,10,618,282
5489,7,2240,2361
5490,0,1162,536
5491,1,2241,2362
5492,10,2242,2363
5493,6,410,2364
5494,4,403,1214
5495,7,627,210
5496,1,2243,2365
5497,0,1150,96
5498,7,169,2366
5499,1,323,196
5500,7,190,2367
5501,7,2244,2368
5502,4,254,1
5503,7,648,2369
5504,0,84,2370
5505,2,2245,2371
5506,0,2246,2372
5507,4,403,2373
5508,10,272,451
5509,0,2247,287
5510,0,84,287
5511,7,1001,2374
5512,4,2248,2375
5513,0,2249,2376
5514,2,625,2377
5515,4,2250,2378
5516,2,1189,787
5517,4,1016,305
5518,4,384,80
5519,0,84,1481
5520,4,1683,1474
5521,7,29,29
5522,18,378,2379
5523,0,1469,8
5524,4,439,2380
5525,2,476,1680
5526,0,473,704
5527,6,232,1217
5528,5,105,287
5529,8,1431,2381
5530,4,1015,2382
5531,6,2251,1001
5532,4,963,951
5533,0,2252,2383
5534,4,2165,1252
5535,2,1784,2384
5536,4,237,317
5537,0,345,1429
5538,0,1551,2385
5539,0,2253,96
5540,2,1189,2386
5541,7,48,48
5542,4,1081,658
5543,7,214,286
5544,7,1284,10
5545,0,1353,1004
5546,7,442,543
5547,6,2254,2387
5548,4,2255,2388
5549,18,2256,2210
5550,0,184,40
5551,0,215,1582
5552,7,81,2389
5553,0,817,762
5554,0,2257,2390
5555,4,2258,1174
5556,0,1954,1065
5557,4,111,298
5558,4,67,264
5559,5,630,264
5560,4,2259,2391
5561,1,2260,337
5562,2,2261,2392
5563,2,2262,2393
5564,4,500,2394
5565,4,412,2395
5566,5,2157,2196
5567,4,2263,2006
5568,7,356,271
5569,4,1175,2396
5570,0,633,40
5571,2,2264,257
5572,0,1128,40
5573,18,101,2397
5574,5,2265,2398
5575,18,1184,1531
5576,0,2266,1098
5577,0,2267,96
5578,7,2268,240
5579,4,2269,890
5580,8,1419,586
5581,5,2157,2196
5582,0,2175,264
5583,10,2270,358
5584,2,2271,371
5585,2,2272,2399
5586,6,2273,2400
5587,1,2274,1788
5588,2,2275,2401
5589,0,1772,2260
5590,7,2276,735
5591,7,825,2402
5592,7,105,1481
5593,4,2277,2403
5594,2,2278,2404
5595,7,1820,2405
5596,4,2279,2406
5597,4,2280,2407
5598,6,695,2408
5599,1,2281,264
5600,2,2282,2409
5601,4,2283,2410
5602,18,196,2411
5603,0,2284,2412
5604,5,900,1256
5605,4,2285,2413
5606,4,2286,311
5607,0,2287,96
5608,10,2288,2414
5609,2,2289,213
5610,1,2088,86
5611,10,782,2415
5612,4,2290,2416
5613,0,1820,2204
5614,7,2291,2417
5615,10,1559,2418
5616,7,2292,2419
5617,4,2293,2420
5618,4,937,2421
5619,4,2185,979
5620,0,1820,2204
5621,4,2294,2422
5622,4,1820,2423
5623,1,2295,2424
5624,5,2284,2425
5625,0,2296,2426
5626,5,2297,2405
5627,0,8,424
5628,2,2298,741
5629,7,2299,2427
5630,4,1743,2428
5631,2,2300,2429
5632,7,846,785
5633,10,2200,2430
5634,5,2301,536
5635,0,2108,2172
5636,4,1183,2431
5637,0,2302,211
5638,18,472,126
5639,0,2303,2128
5640,0,2304,2069
5641,0,562,8
5642,1,129,18
5643,4,1892,2432
5644,7,794,1657
5645,4,2305,2109
5646,2,476,2433
5647,2,2306,2434
5648,7,2307,2435
5649,7,993,2436
5650,10,2308,2025
5651,4,2309,187
5652,7,696,1335
5653,7,2310,2437
5654,10,2200,2438
5655,0,2284,2439
5656,5,2311,2440
5657,7,2312,2441
5658,10,1820,2442
5659,7,958,1218
5660,4,261,2443
5661,0,2313,2444
5662,0,2314,2445
5663,0,2117,2446
5664,18,1063,1452
5665,4,354,91
5666,7,2315,2447
5667,0,2316,2448
5668,6,2317,2449
5669,5,6,41
5670,1,2318,2450
5671,7,2319,1872
5672,6,323,2451
5673,18,391,990
5674,0,2320,2452
5675,7,2321,2453
5676,0,1622,290
5677,5,2322,2454
5678,10,1880,539
5679,6,2164,2455
5680,6,2323,2456
5681,0,2093,2457
5682,7,2324,2458
5683,0,2123,2459
5684,6,695,2460
5685,6,2325,2461
5686,6,2326,2462
5687,6,1702,1978
5688,6,2327,2463
5689,2,179,132
5690,0,2328,2464
5691,6,2329,2465
5692,7,93,1161
5693,5,1820,2466
5694,18,708,2467
5695,1,194,80
5696,5,2120,2468
5697,0,89,428
5698,18,15,114
5699,7,124,1454
5700,18,688,46
5701,7,2330,12
5702,4,1102,290
5703,4,739,103
5704,18,2331,704
5705,7,2332,2094
5706,7,52,5
5707,2,1695,2469
5708,7,48,2470
5709,7,2333,259
5710,4,1643,1438
5711,4,2334,2
5712,4,1760,1783
5713,7,547,1904
5714,7,2335,755
5715,4,2336,1279
5716,4,687,70
5717,5,2018,2471
5718,0,494,1098
5719,4,2337,21
5720,18,550,454
5721,4,1099,264
5722,2,912,2472
5723,18,325,643
5724,2,2338,2473
5725,2,904,512
5726,0,843,2147
5727,1,832,1239
5728,18,716,403
5729,18,1513,476
5730,4,2339,2474
5731,5,1953,2047
5732,0,2340,2425
5733,0,1123,298
5734,18,1766,577
5735,0,2341,158
5736,1,287,61
5737,0,1987,66
5738,7,1754,15
5739,7,1408,1717
5740,4,1928,2112
5741,4,1297,2475
5742,7,1073,2476
5743,4,2342,83
5744,7,1922,2477
5745,5,2343,2478
5746,0,2344,2398
5747,5,2343,1226
5748,7,2345,2301
5749,18,1878,595
5750,2,1189,2479
5751,2,659,2414
5752,0,2346,96
5753,4,34,112
5754,4,2347,325
5755,4,404,2098
5756,0,2348,132
5757,4,1507,1916
5758,4,161,2480
5759,7,1903,2481
5760,7,545,470
5761,0,2349,2482
5762,4,2022,1220
5763,4,55,251
5764,0,1944,1984
5765,7,2350,2483
5766,4,2351,2390
5767,1,182,753
5768,0,1080,2005
5769,1,1080,575
5770,4,2352,2484
5771,7,1698,2485
5772,4,2353,2486
5773,4,82,26
5774,0,1439,1532
5775,4,61,84
5776,6,2354,2487
5777,0,2355,31
5778,2,1673,416
5779,7,232,20
5780,4,2356,2488
5781,4,2357,1707
5782,18,645,595
5783,5,274,736
5784,7,2358,2489
5785,7,663,388
5786,0,2359,2490
5787,4,1927,422
5788,4,47,2049
5789,7,2360,2491
5790,0,259,57
5791,4,924,1451
5792,0,2361,2492
5793,6,2362,2493
5794,1,2363,1189
5795,0,2364,580
5796,0,1018,2494
5797,0,577,2495
5798,4,439,292
5799,2,1784,2496
5800,0,2365,2497
5801,4,535,464
5802,0,2366,2498
5803,18,862,547
5804,2,2367,2499
5805,6,2368,2500
5806,7,1809,271
5807,5,2369,1361
5808,4,2039,2288
5809,0,2370,425
5810,4,490,881
5811,7,1359,39
5812,4,1669,2501
5813,5,2371,2031
5814,7,2372,217
5815,2,2373,560
5816,4,2250,2501
5817,4,2374,2404
5818,7,2375,201
5819,10,2376,2502
5820,7,1870,964
5821,7,2377,2503
5822,4,2378,1146
5823,4,2047,2104
5824,7,648,2504
5825,20,2379,2505
5826,7,2380,2506
5827,7,269,1874
5828,4,626,2507
5829,1,2381,2508
5830,10,2382,1723
5831,2,2383,2509
5832,7,2384,2510
5833,4,1171,529
5834,11,2385,2511
5835,4,400,50
5836,4,1369,1451
5837,4,2386,1863
5838,6,2387,2512
5839,0,238,61
5840,0,77,2513
5841,10,2388,2514
5842,5,2389,2467
5843,7,136,2515
5844,4,2390,2516
5845,7,2391,60
5846,7,549,459
5847,2,2392,2517
5848,7,2393,1635
5849,4,2394,600
5850,4,980,1443
5851,6,2395,2518
5852,0,1756,1065
5853,0,216,1634
5854,4,1635,2049
5855,4,1523,675
5856,1,756,2411
5857,4,2396,597
5858,2,954,1483
5859,1,843,2519
5860,6,2397,2520
5861,7,684,774
5862,4,273,91
5863,4,2398,2521
5864,18,121,320
5865,4,78,2522
5866,18,2060,1045
5867,6,2399,2523
5868,0,593,182
5869,0,62,2524
